policy_id,state_of_domicile,operating_pattern,vehicle_type,gvw_lbs,heavy_vehicle_flag,vehicle_age_years,adas_equipped_flag,driver_tenure_days,driver_age,mvr_violations_3yr,prior_at_fault_claims,fleet_safety_program_flag,policy_term_months,fleet_size,cargo_type,cargo_value_usd,region_weather_risk,total_miles,total_trips,harsh_braking_events,harsh_acceleration_events,speeding_events,phone_distraction_events,tailgating_events,night_driving_pct,max_continuous_driving_hrs,aggression_index_per100mi,speeding_rate_per100mi,fatigue_exposure_density,distraction_rate_per_trip,behavioral_volatility_index,speed_x_night_severity_multiplier,fatigue_x_longhaul_score,new_driver_heavy_vehicle_multiplier,behavioral_drift_signal,operational_exposure_risk_index,vehicle_years,earned_exposure,bi_limit_usd,collision_deductible_usd,coverage_type,had_claim_flag,num_claims_12mo,catastrophic_loss_flag,incurred_loss_12mo_usd,uw_risk_tier,claim_frequency,loss_per_vehicle_year,pure_premium
POL000275,NY,long_haul,semi_truck,72071,1,5.1,1,593,48,1,2,0,3,7,refrigerated,160944,high,40950,625,204,164,1769,88.0,61.0,22.6,9.3,3.16,4.09,6.75,0.1408,5.0,0.12,5.0,1.892,0.434,0.3084,0.25,0.25,307932,1000,collision,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000276,NY,highway,van,11768,0,3.1,1,1072,30,1,0,1,3,23,dry_van,128404,high,69391,1223,326,265,2282,144.0,119.0,32.1,4.7,1.73,3.35,3.49,0.1177,5.0,0.064,1.17,0.0,0.438,0.2431,0.25,0.25,506919,500,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL000277,PA,mixed,van,9260,0,2.0,0,1246,51,2,2,1,12,1,general,6396,high,22926,327,164,154,853,87.0,47.0,9.9,3.7,2.17,3.59,2.24,0.2661,5.0,0.118,0.807,0.035,-0.906,0.1871,0.7642,0.7642,95459,1000,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL000278,IL,mixed,van,8471,0,3.0,1,96,21,0,0,0,12,7,refrigerated,87636,severe,17855,332,115,109,680,42.0,30.0,13.7,4.2,2.68,1.96,2.94,0.1265,5.0,0.007,0.854,0.02,-0.329,0.1835,0.5952,0.5952,100230,500,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL000279,GA,highway,semi_truck,67319,1,13.4,0,739,43,0,0,1,12,1,hazmat,36084,moderate,37029,604,141,142,1146,45.0,61.0,18.4,3.2,1.38,1.89,2.05,0.0745,5.0,0.075,0.618,0.0,-0.663,0.1903,0.3703,0.3703,2009839,2500,collision,1,1,0,8920,Preferred,2.700513,24088.58,24088.58
POL000280,PA,highway,pickup,5351,0,0.4,1,2751,39,2,0,0,12,10,dry_van,41378,high,31696,1178,386,324,1306,153.0,129.0,9.9,2.9,3.65,5.21,2.36,0.1299,5.0,0.157,0.623,0.012,0.06,0.1896,1.0,1.0,95236,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL000281,OH,highway,van,6963,0,1.4,1,1172,59,1,0,0,6,1,general,13271,severe,81975,2322,773,581,3081,313.0,191.0,16.6,6.7,2.93,3.94,4.67,0.1348,5.0,0.149,1.317,0.039,-1.082,0.2449,0.5,0.5,296345,500,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL000282,TX,highway,straight_truck,34715,1,3.7,1,10,45,0,0,1,12,1,dry_van,28392,moderate,103410,2850,719,553,3131,282.0,242.0,13.3,4.8,1.57,3.09,3.32,0.0989,5.0,0.024,0.951,5.0,-0.052,0.1938,1.0,1.0,522090,1000,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL000283,FL,long_haul,box_truck,23450,0,11.8,0,168,48,0,0,1,6,8,dry_van,44265,high,59814,995,256,225,1749,109.0,88.0,39.3,9.9,2.18,2.61,6.79,0.1095,5.0,0.166,5.0,0.0,-0.507,0.3048,0.5,0.5,300821,500,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000284,CA,mixed,van,10193,0,12.8,1,445,38,0,0,0,3,6,general,57964,low,44458,1006,320,256,1647,105.0,95.0,28.3,8.4,2.89,4.83,6.08,0.1044,5.0,0.103,1.975,0.004,0.787,0.2723,0.25,0.25,104186,2500,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000285,NY,urban,van,5983,0,3.4,0,1009,42,2,0,0,6,1,refrigerated,46600,high,33715,448,171,152,1305,62.0,40.0,7.1,2.9,2.12,3.19,1.96,0.1384,5.0,0.112,0.443,0.0,0.0,0.1483,0.5,0.5,312355,2500,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL000286,CA,urban,straight_truck,32212,1,0.0,1,560,52,1,0,1,12,17,general,81673,low,34219,445,118,94,975,60.0,29.0,18.1,5.3,2.06,3.6,4.14,0.1348,5.0,0.163,1.254,1.396,-0.272,0.2343,0.5703,0.5703,995539,2500,liability_only,0,0,0,0,Standard,0.0,0.0,0.0
POL000287,FL,highway,straight_truck,34848,1,3.4,1,10,42,0,1,0,12,4,livestock,64643,high,47166,1540,582,429,1798,217.0,176.0,24.0,0.8,2.74,4.78,0.53,0.1409,5.0,0.142,0.07099,5.0,-0.811,0.1805,0.7861,0.7861,988966,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL000288,NY,urban,van,6388,0,12.9,0,1109,33,1,2,1,12,9,dry_van,42763,high,52291,1488,434,428,1927,175.0,153.0,3.2,5.0,2.56,3.45,3.25,0.1176,5.0,0.09,0.943,0.014,-0.136,0.2281,1.0,1.0,302045,250,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL000289,TX,mixed,box_truck,27951,1,2.7,0,1452,53,2,1,1,12,16,refrigerated,102529,moderate,33801,519,113,121,1161,51.0,70.0,33.7,4.5,1.28,3.98,3.0,0.0983,5.0,0.173,1.015,0.02,-0.5,0.2346,0.9657,0.9657,522906,500,liability_only,0,0,0,0,Standard,0.0,0.0,0.0
POL000290,IL,urban,semi_truck,71658,1,5.9,0,148,58,2,2,1,12,33,dry_van,200928,severe,27857,603,229,197,961,76.0,69.0,16.1,6.4,2.56,3.67,4.71,0.126,5.0,0.082,1.476,4.792,-0.126,0.2425,0.2786,0.2786,293886,500,liability_only,0,0,0,0,Standard,0.0,0.0,0.0
POL000291,CA,mixed,semi_truck,69187,1,2.1,0,78,57,4,0,0,12,4,dry_van,60222,low,48523,709,273,183,2096,104.0,67.0,13.7,2.3,2.11,4.88,1.74,0.1467,5.0,0.07,0.426,5.0,-0.122,0.1908,0.4852,0.4852,491555,2500,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL000292,CA,urban,semi_truck,73485,1,0.7,0,1197,55,2,0,0,6,2,dry_van,41771,low,32971,844,308,233,1385,111.0,97.0,16.0,2.1,3.7,3.75,1.69,0.1315,5.0,0.208,0.454,0.077,-0.816,0.1659,0.3297,0.3297,1041895,1000,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL000293,PA,highway,box_truck,26233,1,4.6,1,761,39,1,1,1,12,18,refrigerated,191778,high,28179,434,172,96,949,38.0,34.0,18.0,4.9,1.54,2.76,3.63,0.0876,5.0,0.048,1.198,0.016,0.09,0.2593,0.8051,0.8051,1004486,1000,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000294,FL,mixed,straight_truck,36306,1,8.8,0,1291,32,1,0,0,12,23,general,74003,high,104002,2085,666,543,3911,271.0,203.0,14.6,3.5,3.15,2.71,2.36,0.13,5.0,0.083,0.61,0.028,0.617,0.1933,1.0,1.0,307259,2500,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL000295,CA,highway,van,13880,0,20.0,0,662,30,0,0,0,6,13,livestock,137392,low,71691,1275,347,286,2713,169.0,135.0,9.5,7.6,2.41,4.39,5.87,0.1325,5.0,0.065,1.758,0.054,-0.206,0.2685,0.5,0.5,505078,1000,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000296,NY,long_haul,pickup,5276,0,9.1,0,411,30,3,1,0,12,8,general,25850,high,63472,1383,483,404,2718,210.0,157.0,21.7,10.5,2.78,3.85,7.75,0.1518,5.0,0.082,5.0,0.045,0.508,0.3354,1.0,1.0,47854,1000,combined,1,1,0,18926,High-Risk,1.0,18926.0,18926.0
POL000297,PA,long_haul,semi_truck,71934,1,3.4,0,2626,42,4,0,1,12,17,hazmat,171718,high,66397,1590,503,442,2294,156.0,176.0,35.9,5.6,1.53,3.7,4.04,0.0981,5.0,0.15,5.0,0.002,0.373,0.2458,0.664,0.664,311540,1000,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL000298,TX,highway,box_truck,24087,0,6.0,0,1278,59,4,0,0,6,4,dry_van,69751,moderate,53768,1060,372,276,2324,159.0,121.0,14.0,7.3,2.23,5.1,5.2,0.15,5.0,0.217,1.647,0.0,0.586,0.2569,0.5,0.5,310621,5000,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000299,IL,urban,straight_truck,29901,1,9.1,0,423,25,1,1,0,12,4,dry_van,48669,severe,18264,631,230,163,912,103.0,73.0,12.4,5.2,3.94,4.33,3.59,0.1632,5.0,0.153,1.176,1.936,0.665,0.2118,0.3044,0.3044,1022896,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL000300,CA,mixed,pickup,5413,0,0.0,1,1847,43,0,0,1,6,14,refrigerated,137995,low,9980,189,38,32,293,14.0,17.0,1.6,5.5,1.64,4.08,3.36,0.0741,5.0,0.143,0.885,0.015,-0.441,0.1995,0.3748,0.3748,99722,2500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL000301,CA,long_haul,semi_truck,65912,1,15.3,0,4030,38,1,0,1,12,9,dry_van,45058,low,60386,916,294,195,1838,92.0,68.0,31.1,7.4,2.28,2.56,5.33,0.1004,5.0,0.08,5.0,0.071,-0.384,0.286,0.6039,0.6039,305741,2500,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000302,NY,mixed,van,5687,0,3.8,0,189,31,1,0,1,12,16,general,44325,high,20050,274,48,64,663,19.0,28.0,4.8,6.8,1.01,3.95,5.22,0.0693,5.0,0.132,1.624,0.032,1.427,0.2561,0.6683,0.6683,304146,2500,liability_only,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000303,NY,urban,semi_truck,71774,1,14.9,0,1865,39,1,0,1,12,1,dry_van,20474,high,24259,564,152,114,776,43.0,50.0,6.5,3.0,1.91,3.3,2.0,0.0762,5.0,0.103,0.639,0.118,-0.096,0.1533,0.2426,0.2426,519977,500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL000304,IL,long_haul,pickup,4459,0,7.4,0,0,55,1,0,0,12,4,general,39878,severe,34704,687,230,161,1276,91.0,69.0,31.3,8.1,2.0,2.87,5.77,0.1325,5.0,0.152,5.0,0.0,0.373,0.281,1.0,1.0,305698,1000,collision,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000305,GA,urban,box_truck,28131,1,0.1,0,203,44,4,0,1,12,13,general,61611,moderate,60605,1884,594,546,2162,227.0,182.0,18.0,6.3,3.61,3.95,4.39,0.1205,5.0,0.164,1.322,5.0,0.876,0.2295,1.0,1.0,508593,250,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL000306,AZ,mixed,semi_truck,70898,1,1.6,0,148,48,1,1,1,12,5,oversized,119716,low,33189,707,213,155,1141,82.0,63.0,14.6,4.4,2.13,3.66,3.29,0.116,5.0,0.117,0.981,5.0,-0.321,0.2097,0.3319,0.3319,95998,500,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL000307,NY,long_haul,van,14053,0,2.2,0,314,53,1,0,1,12,12,refrigerated,94286,high,45339,1056,260,214,1392,120.0,91.0,14.3,8.5,2.78,3.01,5.86,0.1136,5.0,0.058,5.0,0.0,-0.276,0.3106,1.0,1.0,498289,500,collision,1,1,0,3010,High-Risk,1.0,3010.0,3010.0
POL000308,TX,urban,van,10073,0,0.2,1,727,45,2,1,0,12,4,dry_van,45479,moderate,55744,984,384,255,2323,129.0,119.0,8.0,8.0,3.56,3.61,5.67,0.1311,5.0,0.166,1.555,0.0,-1.401,0.2176,1.0,1.0,303531,500,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL000309,PA,long_haul,box_truck,29342,1,2.7,0,1121,39,0,0,0,12,23,hazmat,184164,high,40022,848,278,239,1434,101.0,92.0,48.4,12.3,2.39,2.35,9.0,0.1191,5.0,0.081,5.0,0.028,0.496,0.3803,1.0,1.0,1013463,1000,liability_only,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000310,TX,highway,semi_truck,71205,1,4.1,1,1827,43,0,0,1,6,4,refrigerated,96274,moderate,26665,796,189,158,790,87.0,76.0,27.2,0.3,3.56,2.41,0.08,0.1093,5.0,0.094,0.115,0.06,-0.425,0.1377,0.2666,0.2666,308368,1000,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL000311,FL,long_haul,van,9434,0,0.5,1,174,32,2,1,1,12,2,refrigerated,124943,high,54840,831,246,226,2032,87.0,87.0,46.8,9.2,2.34,4.71,6.53,0.1047,5.0,0.308,5.0,0.105,-0.352,0.3073,1.0,1.0,478551,1000,liability_only,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000312,CA,highway,van,11994,0,0.2,0,641,42,1,0,0,12,3,refrigerated,65055,low,19867,287,70,80,669,33.0,21.0,16.9,6.5,1.49,2.54,4.66,0.115,5.0,0.075,1.51,0.0,0.35,0.2359,0.6622,0.6622,1006265,500,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL000313,CA,long_haul,van,10506,0,19.4,0,713,43,1,4,0,6,13,general,51554,low,61967,792,268,265,3004,108.0,87.0,27.9,11.7,1.33,5.6,8.25,0.1364,5.0,0.221,5.0,0.0,0.62,0.3308,0.5,0.5,286604,500,combined,1,1,0,4961,High-Risk,2.0,9922.0,9922.0
POL000314,AZ,urban,straight_truck,33630,1,2.7,1,554,55,2,0,0,12,4,livestock,54493,low,48432,907,328,186,1837,123.0,75.0,31.6,6.0,1.95,3.34,3.71,0.1356,5.0,0.245,1.278,1.901,-0.344,0.2261,0.8072,0.8072,511218,2500,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL000315,OH,mixed,van,9116,0,10.1,0,999,38,3,0,0,6,1,dry_van,21226,severe,27351,654,195,209,1182,62.0,55.0,4.4,6.9,2.37,4.37,5.31,0.0948,5.0,0.063,1.663,0.0,0.114,0.2239,0.5,0.5,309823,2500,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL000316,GA,mixed,pickup,7614,0,0.4,0,493,39,2,0,0,12,3,dry_van,24345,moderate,18338,246,63,64,651,21.0,25.0,3.6,5.8,1.38,2.34,4.49,0.0854,5.0,0.078,1.314,0.0,-0.725,0.1813,0.7335,0.7335,512546,500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL000317,FL,highway,semi_truck,67985,1,7.9,0,612,27,1,1,1,12,6,dry_van,111936,high,32135,457,160,108,1246,74.0,50.0,13.5,2.7,2.12,5.31,2.23,0.1619,5.0,0.079,0.76,1.351,0.232,0.1848,0.3214,0.3214,97844,500,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL000318,CA,urban,semi_truck,67858,1,0.4,0,1843,49,1,1,0,3,6,oversized,171136,low,13679,263,77,75,520,39.0,24.0,11.5,6.0,2.28,4.49,3.88,0.1483,5.0,0.205,1.079,0.0,-0.873,0.2056,0.1368,0.1368,289435,500,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL000319,CA,mixed,pickup,10276,0,4.7,0,1545,27,1,0,0,12,12,general,72496,low,45382,663,193,212,1895,106.0,75.0,56.1,4.3,2.38,3.88,2.78,0.1599,5.0,0.235,0.967,0.0,1.226,0.2439,1.0,1.0,104014,500,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL000320,TX,urban,straight_truck,38593,1,6.2,0,755,37,1,0,0,12,3,hazmat,54240,moderate,30221,712,228,175,1203,100.0,68.0,13.7,8.3,2.65,3.14,5.79,0.1404,5.0,0.112,1.788,0.004,0.041,0.2544,0.5037,0.5037,293999,2500,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000321,NY,mixed,box_truck,23213,0,12.6,0,45,35,1,2,1,12,2,dry_van,49544,high,19258,473,86,121,627,56.0,47.0,16.9,0.0,2.31,4.28,0.35,0.1184,5.0,0.094,0.07099,0.0,-0.364,0.1374,0.5502,0.5502,103445,250,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL000322,GA,urban,box_truck,23993,0,1.7,1,2569,51,0,1,0,12,4,general,48928,moderate,18569,256,77,90,633,34.0,22.0,8.4,6.1,1.8,3.23,4.15,0.1328,5.0,0.142,1.331,0.006,-0.131,0.2033,0.5305,0.5305,999418,1000,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL000323,IL,long_haul,van,11927,0,0.0,1,817,47,1,1,1,6,3,dry_van,41603,severe,85449,1079,245,307,3026,123.0,101.0,35.1,8.7,1.44,4.32,6.63,0.114,5.0,0.124,5.0,0.045,-0.424,0.32,0.5,0.5,100733,500,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000324,TX,urban,straight_truck,34600,1,10.4,0,1283,50,1,1,0,6,3,general,49225,moderate,31881,399,121,96,1330,45.0,38.0,9.8,2.3,1.54,3.22,1.39,0.1128,5.0,0.123,0.408,0.0,0.414,0.1779,0.5,0.5,995100,2500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL000325,AZ,urban,van,10529,0,1.3,1,71,52,1,0,1,12,2,dry_van,43447,low,17172,400,112,55,486,41.0,51.0,34.3,2.8,1.2,3.06,1.93,0.1025,5.0,0.064,0.676,0.0,-0.226,0.1943,0.5724,0.5724,981701,500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL000326,GA,urban,van,11189,0,1.4,0,1839,42,2,3,1,12,12,dry_van,57260,moderate,67440,1817,648,522,2771,248.0,216.0,6.0,8.7,2.59,4.42,6.26,0.1365,5.0,0.09,1.855,0.002,0.086,0.252,1.0,1.0,516490,2500,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL000327,NY,highway,pickup,5277,0,2.1,0,932,33,1,0,0,12,29,dry_van,45962,high,30986,898,283,203,1223,112.0,83.0,33.2,7.5,2.49,4.61,5.36,0.1247,5.0,0.173,1.503,0.0,-0.129,0.258,1.0,1.0,303286,1000,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000328,IL,urban,semi_truck,70989,1,0.9,1,980,25,1,0,0,12,1,livestock,36722,severe,38909,594,248,145,1604,78.0,63.0,0.0,5.6,1.77,4.17,3.91,0.1313,5.0,0.187,1.23,0.0,-0.779,0.1912,0.3891,0.3891,1048185,2500,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL000329,FL,highway,box_truck,26756,1,1.7,1,66,44,1,2,0,12,4,general,44386,high,17284,330,83,92,747,51.0,27.0,5.1,3.3,2.61,3.39,2.58,0.1545,5.0,0.0,0.686,4.438,-0.277,0.159,0.4938,0.4938,98868,500,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL000330,TX,long_haul,box_truck,23424,0,0.5,1,1053,34,1,2,0,12,17,dry_van,79851,moderate,50904,1362,495,377,2053,209.0,145.0,52.8,10.9,2.97,3.94,7.46,0.1535,5.0,0.117,5.0,0.0,0.205,0.366,1.0,1.0,953797,500,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000331,FL,mixed,van,9445,0,2.9,1,70,47,1,0,0,3,6,general,33487,high,30457,378,104,91,1230,30.0,28.0,3.0,4.7,1.61,4.3,3.57,0.0794,5.0,0.198,0.83,0.0,-0.618,0.2312,0.25,0.25,481994,1000,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL000332,PA,mixed,semi_truck,73713,1,2.7,1,30,54,0,1,0,12,5,refrigerated,79631,high,18509,307,121,102,714,30.0,37.0,7.6,5.7,1.86,3.04,4.18,0.0977,5.0,0.143,1.227,4.444,-0.408,0.2321,0.1851,0.1851,492412,500,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL000333,CA,urban,semi_truck,68997,1,2.2,0,304,52,0,1,0,12,33,livestock,132332,low,21716,434,206,110,903,50.0,45.0,37.6,4.9,3.66,4.49,3.55,0.1152,5.0,0.197,1.08,4.134,-0.344,0.2853,0.2172,0.2172,308928,1000,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000334,CA,mixed,van,8957,0,7.9,0,0,43,0,1,1,12,2,dry_van,31433,low,20165,563,145,112,557,67.0,54.0,5.0,5.1,1.58,2.41,3.19,0.119,5.0,0.0,0.985,0.09,0.126,0.1702,0.6722,0.6722,297408,250,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL000335,CA,urban,semi_truck,70620,1,12.5,0,121,42,1,1,1,12,12,refrigerated,273515,low,41244,559,129,103,1340,56.0,51.0,7.9,1.7,1.6,3.57,0.71,0.1002,5.0,0.058,0.181,3.914,-0.468,0.1048,0.4124,0.4124,1005896,2500,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL000336,CA,mixed,van,7646,0,0.8,1,980,42,3,1,1,3,10,dry_van,88758,low,92649,2181,697,598,3417,286.0,198.0,59.0,1.7,2.11,5.15,1.18,0.1311,5.0,0.287,0.226,0.102,-0.244,0.2301,0.25,0.25,962218,2500,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL000337,OH,urban,semi_truck,72030,1,7.8,0,1454,64,0,0,1,12,3,dry_van,64939,severe,64669,2073,581,423,1850,171.0,177.0,17.5,6.6,2.55,2.82,4.47,0.0825,5.0,0.138,1.178,0.001,0.213,0.2373,0.6467,0.6467,500267,250,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL000338,GA,highway,pickup,3959,0,13.3,0,203,37,0,0,1,6,4,general,48382,moderate,85337,1540,351,308,2494,150.0,115.0,9.6,4.4,1.38,2.22,3.07,0.0974,5.0,0.088,0.831,0.018,0.628,0.1663,0.5,0.5,517035,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL000339,NY,highway,box_truck,29997,1,4.3,0,1409,43,2,0,1,12,6,dry_van,111950,high,18990,269,87,87,573,47.0,36.0,7.5,5.5,1.97,2.32,4.2,0.1747,5.0,0.044,1.326,0.066,-0.457,0.2259,0.5426,0.5426,294805,250,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL000340,CA,long_haul,straight_truck,34878,1,20.0,0,488,40,0,0,0,3,19,oversized,262488,low,28502,622,165,135,1092,64.0,63.0,54.1,8.0,1.65,3.31,5.3,0.1029,5.0,0.19,5.0,1.865,-0.712,0.3182,0.25,0.25,292024,1000,combined,1,1,0,10297,High-Risk,4.0,41188.0,41188.0
POL000341,NY,urban,straight_truck,30189,1,3.2,0,2521,34,2,0,1,12,36,dry_van,141320,high,35047,519,167,147,1153,54.0,30.0,11.2,3.9,1.84,4.26,2.53,0.104,5.0,0.19,0.764,0.053,-0.402,0.195,0.5841,0.5841,306811,1000,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL000342,NY,mixed,van,13594,0,7.7,0,134,38,1,1,0,12,3,refrigerated,37916,high,29506,1125,373,351,1076,144.0,119.0,32.7,1.6,3.28,2.78,1.44,0.128,5.0,0.047,0.46,0.073,0.018,0.2184,0.9835,0.9835,52022,1000,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL000343,CA,urban,box_truck,26504,1,5.3,0,61,43,1,1,1,12,8,oversized,214601,low,29920,638,196,110,1045,79.0,73.0,28.0,1.7,2.58,4.43,1.26,0.1238,5.0,0.166,0.506,4.506,0.078,0.1922,0.8549,0.8549,499177,2500,comprehensive,1,1,0,10863,Preferred,1.169727,12706.75,12706.75
POL000344,FL,mixed,pickup,3831,0,0.3,1,1574,30,2,0,1,12,13,refrigerated,91583,high,22431,404,120,97,758,48.0,44.0,0.7,4.6,1.67,3.29,3.05,0.1188,5.0,0.076,0.895,0.032,-0.434,0.1657,0.8972,0.8972,306026,500,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL000345,FL,long_haul,straight_truck,36313,1,6.1,1,391,59,1,1,1,12,8,refrigerated,92625,high,15951,222,38,57,565,87.0,18.0,34.6,10.7,2.16,4.69,7.41,0.3919,5.0,0.274,5.0,1.408,-0.061,0.3237,0.2658,0.2658,97302,2500,collision,1,1,0,10049,High-Risk,3.762227,37806.62,37806.62
POL000346,IL,highway,box_truck,27484,1,3.9,1,496,49,0,0,1,12,2,livestock,68697,severe,49261,1760,400,373,1267,161.0,149.0,2.6,6.6,2.26,2.67,5.16,0.0915,5.0,0.183,1.466,1.368,0.237,0.2328,1.0,1.0,100018,5000,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL000347,IL,highway,van,3184,0,1.4,0,579,53,1,2,0,12,5,dry_van,69032,severe,54816,1756,642,458,2375,268.0,216.0,58.0,5.3,2.77,4.97,3.9,0.1526,5.0,0.23,1.357,0.141,-0.002,0.2812,1.0,1.0,103107,500,liability_only,0,0,0,0,High-Risk,0.0,0.0,0.0
POL000348,CA,long_haul,pickup,4423,0,0.5,1,1378,40,2,0,1,3,12,general,82821,low,49756,1217,336,244,1738,146.0,109.0,44.0,9.2,2.11,3.1,6.4,0.12,5.0,0.147,5.0,0.065,-0.21,0.3061,0.25,0.25,95400,500,collision,1,3,0,9747,High-Risk,12.0,38988.0,38988.0
POL000349,FL,mixed,straight_truck,33837,1,4.5,0,63,39,2,0,1,12,3,dry_van,17323,high,17764,503,115,116,468,45.0,26.0,2.6,4.5,2.44,4.0,3.2,0.0895,5.0,0.124,1.021,4.223,-0.399,0.1641,0.2961,0.2961,307953,2500,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL000350,IL,highway,box_truck,19521,0,5.2,0,677,40,1,0,1,12,2,dry_van,50472,severe,44840,787,233,181,1476,83.0,55.0,21.6,3.6,2.12,2.78,2.45,0.1055,5.0,0.057,0.928,0.016,-0.773,0.191,1.0,1.0,294230,5000,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL000351,NY,mixed,van,8755,0,4.8,0,415,35,3,0,0,3,1,refrigerated,23607,high,18453,516,174,125,759,80.0,58.0,2.0,4.4,3.24,4.1,2.53,0.155,5.0,0.218,0.804,0.0,-0.317,0.1772,0.25,0.25,295089,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL000352,OH,mixed,van,8973,0,4.2,0,353,55,3,1,1,12,6,refrigerated,110904,severe,35476,576,159,115,1298,76.0,52.0,10.3,3.1,2.17,2.0,1.98,0.1319,5.0,0.066,0.596,0.046,-0.336,0.1877,1.0,1.0,98349,2500,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL000353,IL,urban,van,4949,0,0.9,1,337,56,2,0,1,12,1,dry_van,13976,severe,23202,936,245,223,736,86.0,87.0,10.7,6.1,2.73,1.78,3.95,0.0919,5.0,0.055,1.221,0.033,-0.083,0.2104,0.7734,0.7734,512743,1000,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL000354,CA,mixed,box_truck,26811,1,2.9,1,2217,48,1,0,0,12,2,general,13805,low,39621,520,183,150,1434,50.0,59.0,14.5,6.9,2.8,4.48,4.74,0.0962,5.0,0.157,1.354,0.06,0.263,0.2277,1.0,1.0,493856,1000,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL000355,CA,highway,straight_truck,33022,1,9.4,0,264,59,1,1,1,12,2,dry_van,28311,low,34143,470,133,109,1214,40.0,49.0,14.9,5.8,1.33,4.01,4.15,0.0851,5.0,0.123,1.353,4.542,-0.862,0.2043,0.569,0.569,104176,2500,collision,1,3,0,3049,Preferred,5.272408,5358.52,5358.52
